actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
-4.725981,-1.682356,-1.387451,0.570800,1.967378,6.199376,0.084905,0.441469,0.661898,-0.901901,-0.401633,0.089517
-4.726365,-1.682368,-1.401441,0.570800,1.967366,6.199424,0.085101,0.443503,0.656353,-0.915771,-0.401048,0.092200
-4.726641,-1.682297,-1.415911,0.570800,1.967342,6.199376,0.085251,0.445490,0.650625,-0.929990,-0.400516,0.094979
-4.726928,-1.682212,-1.431064,0.570789,1.967366,6.199400,0.085404,0.447476,0.644599,-0.944892,-0.399950,0.097987
-4.727169,-1.682176,-1.446361,0.570776,1.967414,6.199388,0.085534,0.449420,0.638463,-0.959964,-0.399419,0.101065
-4.727432,-1.682092,-1.462017,0.570764,1.967366,6.199400,0.085681,0.451287,0.632175,-0.975359,-0.398746,0.104168
-4.727708,-1.682032,-1.477686,0.570812,1.967366,6.199376,0.085831,0.453061,0.625842,-0.990721,-0.398108,0.107252
-4.727948,-1.681876,-1.493631,0.570789,1.967366,6.199400,0.085963,0.454726,0.619411,-1.006331,-0.397433,0.110471
-4.728056,-1.681709,-1.509395,0.570789,1.967378,6.199460,0.086032,0.456273,0.613033,-1.021709,-0.396804,0.113807
-4.728068,-1.681361,-1.524992,0.570776,1.967354,6.199364,0.086058,0.457622,0.606782,-1.036709,-0.396265,0.117002
-4.728176,-1.680845,-1.540182,0.570764,1.967366,6.199400,0.086121,0.458743,0.600754,-1.051184,-0.395645,0.120128
-4.728368,-1.680220,-1.555000,0.570800,1.967354,6.199412,0.086222,0.459678,0.594912,-1.065150,-0.394974,0.123036
-4.728704,-1.679561,-1.569074,0.570764,1.967342,6.199376,0.086388,0.460451,0.589377,-1.078438,-0.394261,0.125623
-4.729015,-1.678721,-1.582994,0.570776,1.967342,6.199412,0.086539,0.461044,0.583976,-1.091356,-0.393532,0.128224
-4.729195,-1.677797,-1.596421,0.570776,1.967366,6.199436,0.086625,0.461505,0.578807,-1.103689,-0.392911,0.130825
-4.729316,-1.676754,-1.609501,0.570753,1.967342,6.199400,0.086686,0.461830,0.573827,-1.115567,-0.392320,0.133306
-4.729340,-1.675530,-1.622257,0.570729,1.967366,6.199400,0.086695,0.461997,0.569056,-1.126932,-0.391816,0.135824
-4.729483,-1.674102,-1.634618,0.570717,1.967402,6.199388,0.086756,0.461978,0.564538,-1.137713,-0.391279,0.138103
-4.729555,-1.673310,-1.640744,0.570764,1.967342,6.199388,0.086791,0.461906,0.562337,-1.142931,-0.390944,0.139163
-4.729735,-1.671666,-1.652685,0.570717,1.967378,6.199412,0.086866,0.461693,0.558083,-1.153136,-0.390377,0.141315
-4.730011,-1.669795,-1.664171,0.570681,1.967342,6.199400,0.086987,0.461304,0.554121,-1.162675,-0.389736,0.143160
-4.730011,-1.667587,-1.675884,0.570764,1.967378,6.199412,0.086971,0.460737,0.550217,-1.171935,-0.389309,0.145262
-4.729951,-1.665116,-1.687393,0.570776,1.967378,6.199376,0.086928,0.460018,0.546513,-1.180790,-0.388926,0.147267
-4.729927,-1.662368,-1.698735,0.570729,1.967390,6.199376,0.086898,0.459139,0.542998,-1.189279,-0.388525,0.149197
-4.729855,-1.659261,-1.710208,0.570681,1.967402,6.199376,0.086842,0.458074,0.539588,-1.197535,-0.388159,0.151120
-4.729807,-1.655805,-1.721622,0.570741,1.967366,6.199388,0.086797,0.456808,0.536362,-1.205296,-0.387753,0.152890
-4.729687,-1.651942,-1.733263,0.570741,1.967390,6.199424,0.086712,0.455351,0.533216,-1.212924,-0.387430,0.154755
-4.729531,-1.647755,-1.744689,0.570681,1.967330,6.199376,0.086614,0.453733,0.530299,-1.220066,-0.387129,0.156422
-4.729351,-1.643304,-1.755935,0.570681,1.967378,6.199388,0.086495,0.451967,0.527570,-1.226709,-0.386923,0.158118
-4.729135,-1.638409,-1.767457,0.570741,1.967366,6.199364,0.086361,0.449989,0.524920,-1.233120,-0.386720,0.159728
-4.728775,-1.633227,-1.778895,0.570717,1.967378,6.199388,0.086160,0.447887,0.522420,-1.239231,-0.386612,0.161453
-4.728308,-1.627792,-1.789901,0.570681,1.967366,6.199388,0.085911,0.445668,0.520203,-1.244660,-0.386602,0.163086
-4.728080,-1.624948,-1.795607,0.570705,1.967390,6.199400,0.085787,0.444494,0.519061,-1.247409,-0.386609,0.163935
-4.727420,-1.619106,-1.806626,0.570693,1.967366,6.199352,0.085455,0.442094,0.517001,-1.252385,-0.386763,0.165591
-4.726581,-1.613024,-1.817416,0.570693,1.967366,6.199376,0.085044,0.439592,0.515129,-1.256869,-0.387034,0.167369
-4.725573,-1.606629,-1.828387,0.570753,1.967366,6.199388,0.084561,0.436955,0.513304,-1.261132,-0.387432,0.169237
-4.724338,-1.600031,-1.839165,0.570669,1.967366,6.199388,0.083983,0.434258,0.511625,-1.265105,-0.387999,0.171231
-4.722863,-1.593397,-1.849668,0.570681,1.967342,6.199424,0.083311,0.431548,0.510065,-1.268648,-0.388703,0.173352
-4.721196,-1.586583,-1.860207,0.570729,1.967402,6.199388,0.082557,0.428764,0.508548,-1.271954,-0.389660,0.175588
-4.719337,-1.579614,-1.870458,0.570705,1.967354,6.199412,0.081739,0.425936,0.507198,-1.274887,-0.390636,0.177883
-4.717370,-1.572607,-1.880397,0.570717,1.967330,6.199400,0.080884,0.423094,0.505975,-1.277412,-0.391749,0.180167
-4.715247,-1.565638,-1.890336,0.570741,1.967342,6.199388,0.079972,0.420272,0.504717,-1.279930,-0.392996,0.182611
-4.712836,-1.558656,-1.900072,0.570717,1.967390,6.199388,0.078950,0.417468,0.503527,-1.282229,-0.394467,0.185292
-4.710150,-1.551590,-1.909316,0.570693,1.967390,6.199376,0.077831,0.414653,0.502558,-1.283916,-0.396117,0.188036
-4.708783,-1.548088,-1.913908,0.570717,1.967318,6.199376,0.077273,0.413257,0.502069,-1.284731,-0.396897,0.189376
-4.706049,-1.541046,-1.923104,0.570717,1.967366,6.199424,0.076155,0.410445,0.501080,-1.286368,-0.398590,0.192229
-4.703290,-1.534077,-1.932072,0.570753,1.967366,6.199388,0.075046,0.407661,0.500140,-1.287799,-0.400326,0.194956
-4.700364,-1.527036,-1.940645,0.570681,1.967378,6.199376,0.073884,0.404874,0.499369,-1.288848,-0.402186,0.197772
-4.697197,-1.520139,-1.949182,0.570717,1.967354,6.199388,0.072645,0.402149,0.498540,-1.289864,-0.404162,0.200785
-4.693971,-1.513242,-1.957538,0.570693,1.967402,6.199376,0.071395,0.399432,0.497764,-1.290733,-0.406260,0.203847
-4.690721,-1.506548,-1.965643,0.570705,1.967354,6.199388,0.070159,0.396799,0.496996,-1.291532,-0.408287,0.206866
-4.687447,-1.500083,-1.973316,0.570681,1.967366,6.199412,0.068924,0.394267,0.496299,-1.292155,-0.410381,0.209916
-4.684161,-1.493858,-1.980798,0.570717,1.967354,6.199424,0.067701,0.391828,0.495576,-1.292761,-0.412475,0.212947
-4.680983,-1.487693,-1.988064,0.570717,1.967330,6.199376,0.066537,0.389411,0.494902,-1.293257,-0.414533,0.215802
-4.677769,-1.481684,-1.995150,0.570705,1.967354,6.199400,0.065370,0.387060,0.494227,-1.293742,-0.416613,0.218774
-4.674555,-1.475771,-2.001936,0.570693,1.967378,6.199412,0.064216,0.384751,0.493626,-1.294020,-0.418709,0.221692
-4.671125,-1.470073,-2.008435,0.570729,1.967306,6.199388,0.062999,0.382543,0.493054,-1.294144,-0.420895,0.224671
-4.667503,-1.464664,-2.014813,0.570705,1.967366,6.199376,0.061709,0.380465,0.492406,-1.294437,-0.423304,0.227955
-4.663750,-1.459447,-2.021023,0.570693,1.967390,6.199376,0.060385,0.378473,0.491745,-1.294724,-0.425765,0.231336
-4.659648,-1.454481,-2.027102,0.570705,1.967390,6.199364,0.058942,0.376599,0.491036,-1.295038,-0.428442,0.235002
-4.655295,-1.449683,-2.033049,0.570705,1.967366,6.199424,0.057418,0.374807,0.490310,-1.295369,-0.431221,0.238930
-4.653064,-1.447465,-2.035902,0.570753,1.967390,6.199412,0.056636,0.373980,0.489930,-1.295519,-0.432704,0.240930
-4.648362,-1.443027,-2.041742,0.570729,1.967354,6.199412,0.054999,0.372347,0.489101,-1.296038,-0.435740,0.245145
-4.643362,-1.438853,-2.047497,0.570741,1.967354,6.199400,0.053258,0.370826,0.488205,-1.296629,-0.439013,0.249650
-4.638205,-1.434907,-2.053096,0.570753,1.967378,6.199376,0.051468,0.369398,0.487284,-1.297249,-0.442422,0.254304
-4.632664,-1.431213,-2.058659,0.570705,1.967390,6.199388,0.049545,0.368087,0.486277,-1.298072,-0.446054,0.259351
-4.627052,-1.427699,-2.063971,0.570693,1.967354,6.199388,0.047609,0.366844,0.485308,-1.298774,-0.449711,0.264389
-4.621175,-1.424377,-2.069043,0.570693,1.967378,6.199412,0.045581,0.365681,0.484366,-1.299354,-0.453586,0.269692
-4.615286,-1.421247,-2.074149,0.570705,1.967342,6.199400,0.043560,0.364582,0.483337,-1.300138,-0.457449,0.274972
-4.609326,-1.418285,-2.079053,0.570729,1.967390,6.199340,0.041516,0.363540,0.482330,-1.300827,-0.461470,0.280314
-4.603234,-1.415479,-2.083766,0.570705,1.967378,6.199412,0.039433,0.362565,0.481342,-1.301540,-0.465452,0.285832
-4.596854,-1.413032,-2.088370,0.570729,1.967330,6.199376,0.037248,0.361727,0.480272,-1.302365,-0.469676,0.291509
-4.590306,-1.410729,-2.092698,0.570741,1.967354,6.199400,0.035001,0.360942,0.479264,-1.303032,-0.474042,0.297394
-4.586996,-1.409770,-2.094761,0.570741,1.967366,6.199400,0.033859,0.360623,0.478734,-1.303448,-0.476261,0.300373
-4.580232,-1.407791,-2.098766,0.570705,1.967366,6.199376,0.031535,0.359963,0.477742,-1.304096,-0.480798,0.306381
-4.573552,-1.405992,-2.102626,0.570693,1.967342,6.199424,0.029244,0.359356,0.476749,-1.304787,-0.485225,0.312358
-4.566765,-1.404301,-2.106355,0.570705,1.967342,6.199436,0.026916,0.358778,0.475772,-1.305385,-0.489776,0.318396
-4.559965,-1.402957,-2.109808,0.570693,1.967330,6.199388,0.024572,0.358328,0.474788,-1.306050,-0.494377,0.324395
-4.553261,-1.402034,-2.113021,0.570741,1.967354,6.199412,0.022242,0.358019,0.473760,-1.306859,-0.498913,0.330414
-4.546653,-1.401507,-2.115982,0.570669,1.967378,6.199400,0.019923,0.357863,0.472694,-1.307929,-0.503427,0.336363
-4.540021,-1.401266,-2.118728,0.570705,1.967342,6.199388,0.017585,0.357796,0.471624,-1.308961,-0.507920,0.342276
-4.533354,-1.401266,-2.121198,0.570705,1.967378,6.199388,0.015213,0.357813,0.470584,-1.309965,-0.512502,0.348269
-4.526746,-1.401338,-2.123369,0.570717,1.967390,6.199400,0.012858,0.357849,0.469646,-1.310743,-0.517021,0.354155
-4.520126,-1.401350,-2.125274,0.570717,1.967342,6.199376,0.010505,0.357860,0.468840,-1.311199,-0.521521,0.359920
-4.513626,-1.401315,-2.126941,0.570693,1.967366,6.199376,0.008192,0.357843,0.468150,-1.311403,-0.525982,0.365601
-4.507175,-1.401363,-2.128393,0.570705,1.967354,6.199424,0.005893,0.357848,0.467524,-1.311464,-0.530351,0.371224
-4.500771,-1.401363,-2.129411,0.570729,1.967354,6.199400,0.003610,0.357835,0.467097,-1.311011,-0.534726,0.376668
-4.494235,-1.401374,-2.129951,0.570681,1.967354,6.199388,0.001274,0.357839,0.466863,-1.310129,-0.539163,0.382160
-4.488167,-1.401350,-2.130226,0.570669,1.967402,6.199388,-0.000896,0.357819,0.466755,-1.309003,-0.543300,0.387252
-4.482171,-1.401363,-2.130215,0.570681,1.967378,6.199412,-0.003041,0.357812,0.466756,-1.307634,-0.547297,0.392207
-4.476367,-1.401374,-2.130203,0.570681,1.967366,6.199388,-0.005118,0.357793,0.466757,-1.306294,-0.551204,0.396974
-4.470431,-1.401338,-2.130239,0.570705,1.967318,6.199412,-0.007234,0.357742,0.466756,-1.304914,-0.555137,0.401861
-4.464651,-1.401326,-2.130215,0.570681,1.967342,6.199388,-0.009303,0.357692,0.466769,-1.303543,-0.559052,0.406629
-4.458775,-1.401363,-2.130191,0.570693,1.967366,6.199376,-0.011410,0.357643,0.466767,-1.302157,-0.563024,0.411489
-4.453139,-1.401363,-2.130239,0.570669,1.967366,6.199388,-0.013426,0.357574,0.466745,-1.300903,-0.566804,0.416165
-4.450309,-1.401387,-2.130226,0.570705,1.967342,6.199388,-0.014437,0.357541,0.466744,-1.300214,-0.568681,0.418481
-4.444792,-1.401363,-2.130143,0.570705,1.967402,6.199412,-0.016412,0.357448,0.466788,-1.298788,-0.572405,0.423080
-4.439624,-1.401410,-2.130179,0.570681,1.967414,6.199412,-0.018265,0.357376,0.466754,-1.297656,-0.575887,0.427372
-4.434647,-1.401350,-2.130215,0.570693,1.967342,6.199352,-0.020032,0.357260,0.466761,-1.296419,-0.579198,0.431376
-4.430210,-1.401387,-2.130203,0.570693,1.967378,6.199388,-0.021623,0.357179,0.466753,-1.295375,-0.582178,0.435096
-4.426253,-1.401410,-2.130215,0.570705,1.967318,6.199424,-0.023034,0.357101,0.466741,-1.294464,-0.584759,0.438355
-4.422751,-1.401398,-2.130155,0.570717,1.967378,6.199436,-0.024288,0.357011,0.466771,-1.293517,-0.587136,0.441284
-4.419909,-1.401387,-2.130166,0.570669,1.967414,6.199376,-0.025304,0.356939,0.466767,-1.292841,-0.589108,0.443611
-4.417643,-1.401435,-2.130166,0.570681,1.967330,6.199388,-0.026113,0.356902,0.466752,-1.292345,-0.590552,0.445439
-4.415952,-1.401470,-2.130155,0.570681,1.967342,6.199400,-0.026721,0.356870,0.466744,-1.291955,-0.591688,0.446855
-4.414897,-1.401410,-2.130166,0.570669,1.967378,6.199388,-0.027094,0.356818,0.466759,-1.291646,-0.592427,0.447736
-4.414525,-1.401447,-2.130166,0.570693,1.967366,6.199376,-0.027229,0.356820,0.466748,-1.291566,-0.592674,0.448026
-4.414585,-1.401447,-2.130191,0.570705,1.967366,6.199424,-0.027207,0.356819,0.466738,-1.291609,-0.592605,0.448018
-4.414514,-1.401447,-2.130119,0.570693,1.967354,6.199388,-0.027233,0.356822,0.466768,-1.291522,-0.592660,0.448031
-4.414550,-1.401435,-2.130155,0.570717,1.967342,6.199376,-0.027217,0.356815,0.466758,-1.291530,-0.592634,0.447983
-4.414550,-1.401495,-2.130155,0.570681,1.967378,6.199376,-0.027227,0.356839,0.466735,-1.291617,-0.592672,0.448022
-4.414585,-1.401470,-2.130155,0.570693,1.967378,6.199364,-0.027211,0.356830,0.466744,-1.291586,-0.592652,0.447977
-4.414585,-1.401459,-2.130155,0.570705,1.967342,6.199400,-0.027207,0.356826,0.466749,-1.291583,-0.592599,0.447978
-4.414561,-1.401447,-2.130143,0.570693,1.967342,6.199400,-0.027215,0.356823,0.466758,-1.291565,-0.592613,0.447996
-4.414573,-1.401435,-2.130155,0.570681,1.967354,6.199388,-0.027210,0.356819,0.466756,-1.291573,-0.592624,0.447986
-4.414561,-1.401470,-2.130107,0.570681,1.967366,6.199364,-0.027219,0.356833,0.466764,-1.291547,-0.592655,0.447983
-4.414585,-1.401435,-2.130143,0.570693,1.967342,6.199400,-0.027205,0.356819,0.466762,-1.291559,-0.592596,0.447975
-4.414585,-1.401483,-2.130119,0.570681,1.967342,6.199388,-0.027211,0.356839,0.466755,-1.291591,-0.592607,0.447970
-4.414561,-1.401422,-2.130119,0.570705,1.967330,6.199376,-0.027211,0.356814,0.466777,-1.291500,-0.592613,0.447959
-4.414550,-1.401435,-2.130155,0.570681,1.967378,6.199376,-0.027220,0.356817,0.466756,-1.291558,-0.592666,0.448013
-4.414585,-1.401447,-2.130095,0.570693,1.967366,6.199412,-0.027208,0.356824,0.466778,-1.291522,-0.592605,0.447996
-4.414573,-1.401470,-2.130143,0.570681,1.967390,6.199352,-0.027216,0.356830,0.466749,-1.291576,-0.592677,0.447985
-4.414561,-1.401447,-2.130131,0.570681,1.967354,6.199412,-0.027216,0.356824,0.466762,-1.291566,-0.592616,0.448014
-4.414597,-1.401422,-2.130143,0.570693,1.967342,6.199400,-0.027199,0.356815,0.466766,-1.291550,-0.592587,0.447963
-4.414609,-1.401459,-2.130119,0.570693,1.967390,6.199376,-0.027202,0.356827,0.466764,-1.291545,-0.592634,0.447968
-4.414561,-1.401470,-2.130143,0.570657,1.967366,6.199412,-0.027220,0.356834,0.466747,-1.291623,-0.592631,0.448031
-4.414561,-1.401435,-2.130143,0.570657,1.967354,6.199400,-0.027215,0.356822,0.466760,-1.291586,-0.592625,0.448008
-4.414609,-1.401470,-2.130131,0.570681,1.967402,6.199412,-0.027204,0.356831,0.466754,-1.291590,-0.592625,0.448011
-4.414573,-1.401422,-2.130131,0.570681,1.967378,6.199412,-0.027210,0.356814,0.466771,-1.291539,-0.592625,0.448017
-4.414561,-1.401470,-2.130119,0.570717,1.967366,6.199388,-0.027218,0.356829,0.466761,-1.291531,-0.592638,0.447999
-4.414585,-1.401483,-2.130131,0.570657,1.967390,6.199376,-0.027214,0.356838,0.466748,-1.291611,-0.592657,0.447998
-4.414550,-1.401447,-2.130155,0.570705,1.967402,6.199364,-0.027222,0.356818,0.466753,-1.291536,-0.592692,0.448018
-4.414550,-1.401483,-2.130143,0.570693,1.967366,6.199412,-0.027224,0.356834,0.466745,-1.291597,-0.592637,0.448038
-4.414573,-1.401483,-2.130155,0.570669,1.967366,6.199388,-0.027216,0.356837,0.466739,-1.291630,-0.592639,0.448003
-4.414537,-1.401470,-2.130143,0.570705,1.967390,6.199400,-0.027228,0.356827,0.466750,-1.291560,-0.592669,0.448051
-4.414561,-1.401470,-2.130107,0.570705,1.967330,6.199400,-0.027216,0.356832,0.466765,-1.291544,-0.592601,0.447984
-4.414573,-1.401483,-2.130143,0.570717,1.967330,6.199388,-0.027213,0.356834,0.466747,-1.291579,-0.592604,0.447970
-4.414585,-1.401483,-2.130143,0.570693,1.967354,6.199412,-0.027211,0.356836,0.466745,-1.291608,-0.592603,0.448000
-4.414573,-1.401435,-2.130119,0.570717,1.967390,6.199400,-0.027211,0.356815,0.466773,-1.291497,-0.592639,0.448010
-4.414561,-1.401483,-2.130082,0.570669,1.967342,6.199376,-0.027220,0.356841,0.466769,-1.291557,-0.592628,0.447976
-4.414585,-1.401435,-2.130119,0.570669,1.967354,6.199400,-0.027206,0.356822,0.466771,-1.291556,-0.592606,0.447983
-4.414573,-1.401435,-2.130119,0.570705,1.967342,6.199364,-0.027209,0.356819,0.466773,-1.291508,-0.592623,0.447950
-4.414561,-1.401483,-2.130119,0.570681,1.967366,6.199364,-0.027221,0.356837,0.466755,-1.291571,-0.592657,0.447987
-4.414561,-1.401435,-2.130131,0.570705,1.967342,6.199388,-0.027213,0.356818,0.466768,-1.291525,-0.592617,0.447981
-4.414550,-1.401459,-2.130119,0.570705,1.967354,6.199424,-0.027221,0.356826,0.466764,-1.291544,-0.592614,0.448030
-4.414597,-1.401470,-2.130119,0.570681,1.967378,6.199400,-0.027207,0.356833,0.466759,-1.291577,-0.592619,0.447993
-4.414573,-1.401483,-2.130107,0.570681,1.967390,6.199388,-0.027218,0.356836,0.466759,-1.291565,-0.592653,0.448011
-4.414585,-1.401459,-2.130131,0.570669,1.967342,6.199352,-0.027208,0.356831,0.466757,-1.291578,-0.592629,0.447940
-4.414561,-1.401470,-2.130119,0.570681,1.967378,6.199412,-0.027220,0.356832,0.466759,-1.291572,-0.592636,0.448032
-4.414550,-1.401447,-2.130166,0.570693,1.967342,6.199388,-0.027218,0.356821,0.466748,-1.291582,-0.592631,0.448000
-4.414597,-1.401435,-2.130119,0.570693,1.967366,6.199388,-0.027202,0.356819,0.466772,-1.291528,-0.592613,0.447968
-4.414585,-1.401447,-2.130119,0.570669,1.967342,6.199376,-0.027207,0.356827,0.466767,-1.291563,-0.592612,0.447957
